gene_id	start	stop1	stop2	len_cdna
AT3G45660.1	79	1752	1800	1862
AT5G11870.1	231	1019	1070	1343
AT4G37980.1	230	1303	1393	1609
AT4G02200.2	70	693	828	1053
AT1G71200.3	372	857	935	1630
AT1G05710.9	535	1026	1080	1279
AT5G63390.1	94	1773	1863	2036
AT2G17033.1	72	1586	1640	2040
AT5G44520.1	87	977	1055	1300
AT2G04100.2	80	1495	1603	1929
AT5G40850.3	422	1300	1372	1886
AT2G23980.1	222	2465	2552	2637
AT2G28250.1	619	2316	2370	2519
AT1G09270.2	176	1792	1954	2100
AT5G15020.1	318	4421	4478	4702
AT4G00440.5	102	2597	2684	3057
AT1G14260.1	208	1005	1077	1378
AT1G02670.2	296	2227	2293	2653
AT4G16857.1	34	618	750	1346
AT1G07060.3	1	822	870	943
AT3G19670.1	7	2985	3057	3165
AT3G26560.1	137	3643	3727	4272
AT3G04890.2	63	728	806	1544
AT3G12090.1	153	1001	1091	1202
AT2G02220.1	278	3304	3355	3605
AT5G55180.1	314	1696	1834	1909
AT3G27260.1	531	2972	3053	3313
AT1G09710.5	75	1820	1934	1935
AT1G62200.3	47	1948	2014	2150
AT1G15800.1	328	951	1029	1304
AT1G09520.1	45	827	914	1160
AT1G10690.1	281	613	685	929
AT4G26610.1	424	1944	2028	2158
AT1G32730.1	168	1151	1316	1503
AT3G25040.1	210	857	1052	1183
AT1G67110.2	92	1219	1303	1407
AT3G21610.1	203	727	775	1162
AT3G56730.5	281	658	793	829
AT1G73930.1	472	2343	2457	2650
AT1G49160.1	272	1891	2023	2111
AT2G04900.2	1	291	342	586
AT2G27790.3	237	809	890	1035
AT5G24300.2	145	2103	2229	2351
AT3G56860.2	143	1579	1666	3050
AT2G06983.2	58	204	306	575
AT5G20635.2	1127	1729	1804	1866
AT3G57470.2	132	3032	3119	3311
AT5G08260.1	183	1625	1685	1790
AT2G07785.1	112	411	486	902
AT3G05750.1	633	3038	3098	3222
AT3G15240.2	238	1326	1422	1561
AT2G35830.2	104	673	727	789
AT1G28375.1	101	409	493	691
AT4G15690.1	149	457	511	666
AT4G14930.1	246	1193	1262	1887
AT1G56690.1	132	2246	2330	2363
AT3G44530.2	529	3603	3684	3890
AT1G01090.1	139	1425	1491	1896
AT2G42180.1	324	824	911	1040
AT5G23050.1	168	2333	2456	2625
AT3G21700.2	107	853	949	1472
AT4G26330.2	1	2199	2265	2411
AT2G27480.1	129	815	869	981
AT2G35320.1	133	1056	1155	1298
AT2G05940.1	367	1755	1812	2031
AT4G33200.3	156	4667	4730	4960
AT2G24280.2	2140	3444	3519	3938
AT3G61080.1	54	1034	1151	1320
AT4G35300.8	475	2694	2775	2916
AT5G53860.1	86	1294	1363	1560
AT1G36390.2	49	888	1050	1103
AT3G16720.1	274	1188	1308	1575
AT1G66180.1	101	1393	1447	1719
AT3G27090.2	395	1285	1360	1717
AT1G67180.1	162	1523	1610	1637
AT1G55190.1	54	623	686	803
AT5G01300.1	78	566	620	726
AT3G24150.2	277	1308	1362	1484
AT2G34720.1	193	789	861	1101
AT2G25730.1	1	7395	7470	7844
AT3G44540.2	59	997	1060	2174
AT5G02080.3	406	1059	1119	1272
AT4G29270.1	51	821	875	991
AT3G18915.1	1	294	363	389
AT3G48070.2	167	1219	1273	1477
AT4G28770.1	154	999	1188	1252
AT2G28370.1	335	874	1117	1199
AT5G36230.2	367	1641	1758	1925
AT3G05070.1	170	604	667	913
AT1G58684.1	87	941	1073	1288
AT2G47760.2	45	1358	1454	1548
AT5G57110.3	231	3455	3548	3746
AT3G51880.2	152	709	844	983
AT4G16500.2	140	493	553	829
AT2G43795.2	71	583	643	774
AT5G53930.1	152	1741	1825	1896
AT1G60850.3	158	1066	1138	1560
AT3G57760.2	174	1310	1379	1433
AT5G06290.1	301	1122	1263	1336
AT1G53580.1	209	1093	1159	1364
AT5G41700.2	205	651	738	937
AT5G67540.1	320	1720	1840	1945
AT1G26180.1	152	1021	1120	1436
AT3G26900.3	91	933	1044	1200
AT1G76920.1	320	1444	1525	1746
AT3G03800.2	77	997	1096	1195
AT4G24750.1	186	1064	1139	1528
AT1G67180.5	501	1616	1703	1730
AT3G16230.7	231	1349	1406	2067
AT5G44070.2	549	1898	1955	2085
AT2G17033.2	89	1606	1660	2045
AT1G48160.2	190	627	720	876
AT2G26190.2	280	1542	1956	2276
AT3G54750.3	291	2063	2141	2262
AT2G34190.1	477	2051	2162	2240
AT4G13730.2	26	1252	1402	1599
AT5G54260.1	201	2363	2486	2666
AT4G24960.3	182	589	703	813
AT2G15530.7	107	2221	2290	2509
AT1G48140.1	177	446	584	743
AT3G02290.3	974	1669	1750	2041
AT4G34720.2	501	929	1115	1360
AT4G39390.2	310	1323	1386	1695
AT2G45100.2	394	2067	2127	2237
AT2G03821.1	365	631	883	904
AT5G06120.2	776	3934	4003	4329
AT1G80540.1	148	1764	1851	2056
AT3G59710.1	1	909	990	1192
AT3G27430.3	157	960	1101	1169
AT1G23100.1	92	385	505	524
AT4G22120.2	664	2979	3048	3348
AT3G23000.1	176	1465	1528	1664
AT4G32920.2	1	4299	4425	4889
AT1G30475.1	1	576	663	851
AT4G29310.1	115	1389	1437	2148
AT1G05670.2	227	2452	2557	3256
AT2G43465.3	86	808	943	1550
AT2G38470.1	242	1801	1879	2028
AT1G65520.1	162	884	971	1023
AT1G66380.1	116	535	862	980
AT5G57100.4	883	1710	1761	1975
AT5G42070.1	77	571	682	705
AT1G71530.1	200	2167	2248	2813
AT3G01326.1	110	415	463	507
AT5G46390.2	28	1497	1626	1811
AT4G27430.2	139	3315	3381	3725
AT2G30370.2	663	1133	1196	1361
AT3G04590.2	202	1437	1575	1829
AT1G34160.1	150	1895	1970	2038
AT1G73860.2	54	2882	3005	3114
AT3G02510.2	96	1028	1079	1727
AT5G50870.2	209	820	910	1013
AT2G26210.7	165	737	827	1013
AT4G21490.2	181	1920	2007	2089
AT1G55160.1	1100	1666	1849	1873
AT4G38380.4	645	1997	2114	2287
AT3G06420.1	124	483	543	712
AT5G65450.1	1	2196	2244	2282
AT2G24070.2	229	2058	2196	2580
AT5G15520.1	619	1050	1113	1271
AT5G62910.2	195	1178	1232	1460
AT3G04000.1	263	1081	1153	1318
AT4G12440.1	110	400	478	1064
AT5G60710.1	297	2411	2489	2783
AT3G22440.1	102	1700	1841	2185
AT2G42210.5	285	764	827	1025
AT2G39330.1	245	1624	1672	1928
AT1G51790.1	585	3233	3314	3380
AT5G63400.1	91	831	933	1185
AT1G33290.2	16	927	1002	1039
AT1G52700.4	71	811	919	1046
AT5G53120.2	266	1345	1435	1508
AT1G10900.3	352	2616	2670	2880
AT1G07830.1	268	702	792	1113
AT3G58830.1	5	1036	1153	1155
AT1G07320.4	57	893	995	1211
AT5G06510.2	338	1147	1303	1600
AT4G13420.1	78	2435	2489	2691
AT2G46510.1	487	2187	2325	2421
AT5G49990.4	137	1723	1798	1946
AT4G15290.1	135	2408	2525	2619
AT3G57470.3	445	3090	3177	3248
AT5G48657.5	315	1247	1328	1349
AT3G59370.1	40	327	492	622
AT3G14930.2	215	1471	1603	2040
AT4G34670.1	125	913	1009	1240
AT3G47560.1	91	888	945	987
AT2G18710.1	34	1689	1752	1836
AT4G19500.1	226	4155	4209	4448
AT3G05670.2	385	3036	3090	3173
AT4G01395.1	126	2342	2432	2453
AT2G29740.1	121	1545	1599	1741
AT1G18960.1	103	1026	1116	1122
AT3G16100.1	109	729	822	989
AT3G12550.2	299	2215	2341	2623
AT2G46440.1	395	2260	2368	2569
AT3G21060.1	432	2075	2156	2346
AT5G07670.1	276	1706	1760	1872
AT5G20310.1	1	1185	1251	1329
AT5G15710.1	300	1646	1721	1993
AT1G76650.1	271	804	873	963
AT4G12460.5	193	1998	2070	2852
AT2G35900.3	477	920	998	1202
AT4G37295.1	319	579	702	796
AT3G19920.1	55	1305	1380	1496
AT2G37150.2	817	2457	2535	2665
AT1G54920.3	239	2944	3058	3226
AT2G32520.4	84	917	1049	1390
AT4G36610.1	199	1152	1209	1365
AT3G56550.2	6	1751	1892	2162
AT1G21600.2	65	1051	1135	1346
AT2G18450.1	25	1923	2040	2089
AT1G31540.1	79	2409	2463	4886
AT2G46455.3	172	774	822	910
AT3G28670.2	123	1751	1886	1931
AT5G07360.3	167	2146	2212	2378
AT5G53860.4	86	1465	1534	1731
AT2G03470.2	117	1466	1520	1708
AT5G03240.1	243	1163	1220	1479
AT1G75750.1	152	448	502	760
AT1G67590.2	472	1311	1371	1793
AT5G42710.1	1	2424	2475	2575
AT3G20920.1	54	1151	1202	1338
AT5G08535.1	247	672	747	805
AT5G03860.2	44	1732	1882	1904
AT1G55750.1	496	2271	2346	2629
AT5G01850.1	500	1501	1558	1864
AT1G73590.1	100	1968	2028	2345
AT1G54520.1	173	1348	1483	1597
AT3G10670.1	143	1159	1261	1480
AT1G02850.3	196	1503	1551	2193
AT1G33240.1	434	2443	2545	2925
AT1G29100.2	260	703	811	1000
AT1G32780.1	332	1516	1609	1741
AT1G63940.3	101	1351	1402	2006
AT4G13050.1	312	1415	1514	1717
AT4G10050.2	398	1234	1306	1458
AT3G16800.6	444	1214	1343	1476
AT4G18975.3	165	1028	1100	1314
AT4G18422.1	109	375	441	489
AT2G14740.1	213	2099	2165	2522
AT1G50630.1	373	1734	1875	1932
AT1G65280.2	380	2146	2329	2387
AT1G72450.2	182	790	859	1786
AT5G53150.1	1320	3500	3584	3789
AT3G63450.3	493	1713	1779	1889
AT3G59210.3	382	1836	1935	2227
AT2G38780.11	14	1072	1141	3154
AT5G66250.2	519	1439	1589	1619
AT3G44380.1	403	963	1017	1102
AT3G45030.1	98	472	565	717
AT1G24706.8	677	5824	5887	6149
AT1G02950.5	16	783	855	972
AT1G07780.6	555	1232	1283	2007
AT3G52630.1	46	369	489	496
AT2G37570.1	502	1986	2034	2157
AT5G07950.1	90	1001	1070	1247
AT3G58850.1	473	829	1024	1041
AT4G13430.1	196	1725	1788	2056
AT2G44920.2	109	783	840	1108
AT3G63400.2	148	1311	1377	1535
AT4G15410.1	133	1398	1488	1617
AT5G25970.3	254	1417	1468	1592
AT4G03520.1	150	710	803	1092
AT4G25410.1	112	777	843	1228
AT2G32415.3	188	2866	2920	3063
AT1G79380.1	322	1527	1668	1820
AT2G23760.4	163	2202	2301	2444
AT4G02900.3	412	2718	2853	2938
AT1G78915.2	139	1347	1404	1457
AT1G37150.7	202	1095	1302	1354
AT1G73950.1	205	1605	1671	2035
AT1G08125.3	152	982	1033	1116
AT2G47870.1	177	488	557	733
AT4G10850.1	175	951	1011	1214
AT5G56580.1	145	1215	1305	1444
AT3G12980.1	289	5301	5352	5701
AT5G27680.6	325	2820	3114	3178
AT4G17790.1	375	1169	1259	1551
AT4G29820.1	200	868	961	1235
AT4G23470.2	751	1350	1434	1667
AT3G63170.1	102	941	1019	1029
AT1G64160.1	121	669	738	897
AT1G08110.3	163	720	954	1021
AT2G33260.2	108	1730	1793	1835
AT2G36190.1	302	2077	2272	2404
AT4G20550.1	152	964	1060	1094
AT2G36060.2	185	625	724	960
AT5G58680.1	208	1281	1374	1416
AT3G48680.1	173	943	1021	1211
AT3G20880.1	92	1330	1426	1551
AT3G63040.1	17	580	628	654
AT5G35753.1	895	2184	2241	2335
AT2G01350.4	190	1173	1236	1364
AT5G12440.7	602	2554	2623	2955
AT4G19160.1	1038	1976	2057	2241
AT5G19530.2	176	1174	1279	1392
AT5G40250.1	422	1552	1627	1909
AT3G20830.1	193	1419	1566	1762
AT5G67380.1	697	1926	2007	2116
AT1G70310.1	244	1266	1323	1525
AT2G34530.3	6	986	1043	1222
AT1G65490.2	78	413	500	728
AT2G17780.4	161	1105	1183	1203
AT2G17710.1	261	719	821	911
AT1G23310.1	425	1870	2002	2205
AT3G28670.3	149	1624	1759	1804
AT3G25690.3	208	2799	2856	2995
AT2G20580.1	250	2925	3048	3091
AT4G02800.1	156	1157	1211	1546
AT1G35290.1	72	641	725	884
AT2G24630.1	627	2699	2765	3061
AT2G42810.5	343	1797	1938	2198
AT3G19440.1	84	1517	1586	1683
AT1G05590.3	199	1941	2088	2157
AT1G67250.1	90	515	590	724
AT3G05350.1	67	2199	2256	2339
AT2G42070.1	299	1141	1222	1555
AT1G24148.2	721	1002	1173	1244
AT3G27960.3	66	2057	2180	2326
AT1G63522.1	64	279	342	369
AT4G28860.2	77	1213	1354	1472
AT5G59920.1	266	2398	2452	2591
AT2G27810.3	259	1887	1992	2678
AT1G14820.1	306	1025	1115	1135
AT2G24070.3	413	2242	2380	2722
AT3G55252.1	24	524	593	595
AT5G10660.1	353	1576	1624	1734
AT5G26670.2	927	1823	1979	2083
AT1G31440.1	336	1655	1703	1969
AT1G35220.6	150	2951	3077	3373
AT2G05270.1	128	232	280	415
AT5G06960.1	382	1374	1431	1693
AT2G27170.4	138	3353	3413	4374
AT2G36460.2	706	1509	1596	1737
AT5G09670.1	1168	2808	2856	3005
AT4G04470.1	793	1365	1461	1667
AT2G18300.2	340	1353	1458	1755
AT4G38240.1	117	1451	1625	1813
AT5G39340.3	55	669	777	958
AT5G62960.2	386	1315	1369	1813
AT3G49760.1	87	557	644	895
AT5G46871.1	160	396	450	663
AT5G22510.2	383	2236	2299	2463
AT3G55760.1	221	1957	2032	2201
AT5G28540.1	285	2294	2342	2836
AT1G67265.1	127	249	336	673
AT4G02290.1	181	1731	1809	2047
AT1G23180.1	405	2909	2960	3035
AT1G03687.1	24	1169	1262	1455
AT5G63510.1	71	829	910	1083
AT5G50960.1	132	1184	1247	1498
AT5G06510.1	268	1077	1233	1550
AT2G25450.1	93	1172	1256	1604
AT5G05380.1	85	738	813	1056
AT4G05320.2	279	1652	1700	2028
AT1G09645.1	230	550	790	870
AT3G52220.1	95	808	970	1026
AT1G38065.2	39	1421	1526	1794
AT4G35685.1	138	674	785	933
AT5G45700.1	140	958	1009	1180
AT1G35240.1	1	1779	1908	1933
AT2G15220.1	129	806	854	1121
AT1G61240.4	539	1816	1885	1977
AT1G68820.1	382	1788	1893	2016
AT4G39210.2	42	1607	1808	1843
AT2G36200.1	217	3246	3327	3507
AT1G18650.1	776	1330	1474	1528
AT5G20730.1	610	4107	4158	4341
AT2G40140.1	266	2059	2149	2463
AT5G01770.1	212	4222	4276	4448
AT2G28250.4	124	1821	1875	2019
AT4G10430.8	327	1019	1163	1441
AT1G74450.1	285	1478	1601	1828
AT1G48760.3	145	2754	2847	3367
AT2G20875.1	236	550	703	866
AT2G41740.1	444	3374	3524	3664
AT4G12840.1	392	1579	1747	1761
AT4G25850.2	107	1564	1615	1658
AT3G11550.1	85	699	756	995
AT1G35660.1	136	4353	4416	4748
AT2G15780.1	84	857	932	1106
AT3G49080.1	128	1420	1516	1766
AT4G27630.7	115	1257	1356	1504
AT1G63170.1	223	1368	1635	1703
AT1G03530.1	262	2667	2856	2921
AT4G36515.1	213	380	545	620
AT1G56720.1	337	1815	1917	2025
AT5G42560.1	267	1157	1205	1440
AT5G40570.1	39	653	761	792
AT1G79030.1	875	2560	2734	2840
AT5G08290.1	145	573	636	884
AT2G43120.2	6	1124	1196	1338
AT4G31450.1	185	1678	1891	2057
AT1G14520.3	358	1383	1494	1625
AT1G70580.2	455	1900	1990	2124
AT2G01420.1	566	2404	2584	2849
AT5G39270.1	34	873	942	954
AT4G09550.2	639	854	929	1038
AT2G34185.3	64	399	453	1021
AT2G39450.1	326	1510	1582	1694
AT1G08580.1	182	553	619	855
AT4G30630.2	729	1313	1361	1818
AT3G12940.3	556	1944	2025	2254
AT1G01240.5	733	1728	1827	1932
AT5G60170.2	145	3108	3222	3509
AT3G60670.1	179	916	1003	1175
AT2G46225.1	196	1092	1170	1310
AT1G64355.3	66	506	590	1046
AT2G01490.2	297	1148	1202	1541
AT5G52210.1	118	735	804	992
AT5G59270.2	131	2194	2263	2360
AT3G19470.2	235	1383	1458	1552
AT3G09800.3	923	1345	1447	1563
AT5G62170.1	158	2269	2329	2498
AT4G16955.1	21	404	524	902
AT1G35320.3	1	465	654	1306
AT1G37150.8	164	1057	1264	1312
AT4G25880.5	1	2586	2682	2890
AT1G31500.7	95	1363	1450	1582
AT2G30780.2	92	1450	1531	2176
AT1G55950.1	48	707	770	829
AT3G58430.1	10	1425	1509	1519
AT1G55830.3	483	1583	1631	1792
AT2G16980.3	133	1563	1623	1784
AT2G48060.3	655	7776	7881	8140
AT3G01910.3	160	885	975	1108
AT3G28785.1	174	431	500	542
AT5G50890.1	232	1458	1551	1641
AT1G52565.1	467	856	940	1078
AT1G63470.1	380	1516	1609	1881
AT5G62000.5	502	3081	3189	3667
AT5G18690.1	126	476	581	965
AT5G64960.1	124	1665	1776	2142
AT4G34610.4	340	1938	2052	2138
AT5G14250.1	103	1392	1443	1666
AT4G16340.1	373	5865	5955	6453
AT2G44420.2	122	1258	1315	1498
AT2G25880.2	83	853	949	1076
AT2G19880.2	491	2053	2119	2435
AT3G28956.10	273	695	839	873
AT2G28920.1	1	438	489	560
AT3G47560.5	95	973	1030	1062
AT1G22470.1	257	697	763	828
AT1G48380.1	68	1135	1201	1783
AT1G27650.2	138	878	968	1193
AT5G61910.2	146	2362	2473	2903
AT2G31600.4	63	968	1073	1252
AT2G39950.5	1917	3344	3407	3560
AT3G55530.1	169	990	1041	1164
AT5G42235.1	63	317	410	575
AT1G74860.1	132	1334	1451	1810
AT1G02410.2	376	1239	1407	1456
AT5G18040.2	177	719	839	1279
AT5G08110.1	20	3445	3517	3577
AT1G19180.2	595	1158	1224	1507
AT5G53120.5	87	1166	1256	1327
AT1G17280.9	179	892	997	1167
AT1G19430.2	536	2353	2521	3057
AT3G29130.5	216	575	662	3518
AT1G14390.1	241	2427	2532	2547
AT1G56220.3	363	860	926	1173
AT3G04910.2	517	2550	2598	2712
AT1G21250.1	342	2549	2621	2770
AT4G03115.2	41	721	796	2008
AT1G27150.1	170	1576	1624	1818
AT5G45610.1	216	2156	2204	2325
AT3G27880.1	282	1010	1082	1381
AT1G75370.1	236	2074	2146	2450
AT2G01640.1	256	726	783	1003
AT1G10730.1	207	1493	1598	1820
AT4G16880.1	165	626	737	1193
AT1G18360.1	224	1372	1471	1673
AT3G21640.1	150	1247	1316	1421
AT3G50140.2	154	1398	1446	2294
AT5G45680.1	61	687	756	896
AT4G37530.2	3	851	944	1131
AT5G52840.1	128	637	781	849
AT3G24050.1	322	1146	1401	1410
AT4G24250.1	67	1503	1644	1792
AT1G14910.1	165	2243	2387	2459
AT5G41340.1	234	797	857	1030
AT4G21580.1	114	1091	1139	1414
AT4G16840.1	30	293	377	627
AT4G18460.1	121	582	657	808
AT5G40710.1	125	943	1096	1177
AT5G24940.1	1	1344	1392	1608
AT2G40960.2	153	1208	1286	1294
AT2G38195.1	120	1319	1367	1712
AT1G01080.2	231	1115	1184	1322
AT5G11750.1	114	803	893	1089
AT5G59000.1	440	1135	1270	1432
AT4G36000.1	659	1285	1333	1483
AT1G01660.2	96	1805	1856	2021
AT5G60600.5	382	2535	2685	2903
AT4G14350.1	449	2104	2200	2532
AT2G26040.1	139	711	774	1285
AT2G24860.1	177	611	734	1086
AT5G10695.2	155	286	346	487
AT1G01470.1	123	578	629	1348
AT3G12915.2	1	2367	2544	2610
AT1G20160.3	38	1693	1747	2457
AT1G61240.1	446	1723	1792	1896
AT1G55250.2	48	1199	1253	1275
AT1G01570.2	149	1678	1726	1885
AT1G17190.1	158	820	868	1065
AT5G10790.1	358	2031	2112	2508
AT3G19280.1	229	1734	1794	1947
AT3G43860.1	230	1690	1792	2241
AT1G69790.1	247	1410	1536	1605
AT1G13440.2	154	1086	1134	1355
AT2G06850.2	588	1298	1397	1548
AT4G17140.3	256	12915	12975	13198
AT3G54750.4	287	2059	2137	2203
AT4G16040.2	1	288	456	540
AT1G35340.1	92	1042	1171	1240
AT3G24320.2	600	3221	3287	3471
AT1G10900.1	327	2591	2645	2855
AT1G72670.1	207	1451	1562	1890
AT1G52540.1	321	1373	1424	1613
AT1G75710.1	136	1524	1572	1735
AT1G70190.2	74	700	760	1029
AT5G13220.6	174	674	743	1898
AT4G36930.1	85	1206	1311	1647
AT1G07280.2	182	1840	1945	2022
AT4G29710.1	193	594	642	810
AT5G58700.3	253	2046	2139	2363
AT1G12410.1	70	909	960	1209
AT5G37350.2	561	1718	1805	1917
AT3G04480.1	102	2258	2438	2706
AT5G27760.1	146	436	496	749
AT2G17320.1	129	1214	1283	1296
AT1G55500.1	552	2201	2291	2484
AT1G36310.2	216	1430	1487	1672
AT4G17140.2	256	12912	12972	13199
AT5G46320.1	23	379	430	539
AT4G38420.3	67	1569	1656	1994
AT2G28550.2	374	1180	1228	2493
AT1G69610.1	1	1911	2043	2051
AT5G41010.1	132	287	356	690
AT1G63260.2	326	1102	1159	1367
AT5G24310.1	351	1316	1373	1580
AT5G01560.1	954	3029	3080	3170
AT4G19095.1	54	230	308	441
AT5G08470.4	1	2676	2739	2763
AT3G12290.1	129	1028	1166	1221
AT4G09040.2	183	917	1058	1384
AT1G02950.2	33	770	842	910
AT3G03840.1	187	474	522	730
AT3G27210.1	232	936	1077	1220
AT3G32930.2	139	888	978	1090
AT1G48690.1	209	781	1018	1073
AT1G10700.1	54	1289	1349	1559
AT4G19640.3	300	881	929	1740
AT5G26670.1	489	1739	1895	1999
AT2G16380.2	47	1690	1783	1989
AT3G25540.1	322	1254	1341	1678
AT1G23140.1	130	627	711	843
AT5G57565.2	527	916	991	1417
AT4G03260.1	647	2680	2728	3078
AT5G01490.1	138	1502	1550	1688
AT3G53840.1	1	1920	1971	2045
AT2G04280.1	107	1813	1885	2022
AT5G13750.4	119	1354	1540	1835
AT4G33540.1	290	1357	1510	1648
AT2G16050.1	233	964	1012	1157
AT5G44230.1	72	2045	2099	2452
AT3G26910.2	300	2144	2252	2489
AT1G76470.1	255	1232	1286	1421
AT1G79950.2	57	2555	2627	4844
AT2G40935.3	94	633	711	756
AT2G29490.1	179	853	931	1105
AT3G02830.2	461	1594	1723	1822
AT4G11410.1	228	1181	1253	1417
AT4G01550.1	221	1594	1696	1757
AT5G16800.3	295	1116	1173	1343
AT1G76810.1	310	4194	4296	4658
AT5G52070.2	468	1136	1193	1898
AT4G02590.1	235	1167	1278	1648
AT1G55915.1	124	1338	1395	2159
AT1G03030.1	257	1162	1288	1458
AT5G53820.1	128	331	397	582
AT1G67680.1	371	2365	2476	2571
AT3G02890.2	322	3129	3180	3518
AT2G01640.2	117	587	650	779
AT2G47440.2	459	2006	2147	2235
AT5G06510.6	290	1099	1255	1572
AT5G64980.1	80	1114	1171	1329
AT1G33320.3	103	1089	1149	1166
AT5G11240.1	237	2084	2267	2378
AT5G12440.6	544	2589	2658	2990
AT4G29040.1	87	1418	1508	1632
AT4G22390.2	91	1296	1434	1548
AT2G30990.2	138	1919	1991	2288
AT2G01660.3	193	1056	1128	1631
AT1G27880.2	80	2752	2824	3372
AT4G35300.6	450	2669	2750	3326
AT3G42670.4	1	3777	3837	3885
AT1G63860.6	54	2981	3053	3429
AT5G14740.1	324	1319	1388	1603
AT4G10480.2	87	722	851	935
AT1G62620.1	35	1387	1477	1674
AT2G17730.2	196	957	1020	1269
AT1G49160.6	539	1831	1963	2000
AT1G11530.1	123	479	536	652
AT1G51260.1	153	1283	1373	1524
AT3G52700.1	1	651	750	871
AT4G17190.3	239	1156	1261	1385
AT5G13181.1	116	253	328	347
AT1G71680.1	85	1431	1503	1919
AT1G72130.1	44	1660	1720	1821
AT1G15570.1	347	1699	1783	2040
AT4G30020.4	156	2606	2696	2800
AT2G23240.1	23	280	328	595
AT5G08141.1	135	548	644	662
AT4G33160.2	21	1577	1640	1699
AT5G63690.1	166	585	675	677
AT2G21440.1	102	3113	3200	3441
AT4G08690.2	200	1105	1177	1311
AT5G44290.2	492	2426	2558	2752
AT1G15270.1	102	296	344	479
AT1G04690.1	220	1206	1293	1609
AT5G64460.1	89	937	1072	1097
AT1G52855.1	223	429	477	793
AT1G32330.2	228	1676	1736	2056
AT1G60140.6	329	2914	3031	3226
AT3G26100.1	1008	2306	2402	2610
AT4G20240.2	26	1216	1276	1854
AT5G36710.2	71	727	811	1483
AT4G10490.1	34	1080	1137	1261
AT3G19970.3	231	1535	1610	1820
AT2G04690.4	253	585	669	817
AT2G30560.1	1	516	591	659
AT1G54770.1	254	823	895	1331
AT3G13760.1	22	1980	2028	2132
AT3G11540.1	636	3380	3509	3933
AT1G30160.1	294	1229	1319	1538
AT5G40740.1	109	2334	2397	2717
AT4G15800.1	129	479	656	1209
AT2G39540.1	79	342	438	515
AT4G15545.1	277	1290	1470	1522
AT3G53220.1	96	476	596	707
AT5G10210.1	97	690	753	997
AT3G63180.1	180	3116	3185	3342
AT5G16070.1	130	1737	1800	1932
AT1G71340.1	1044	2030	2207	2416
AT5G64870.1	77	1516	1600	1860
AT4G10720.1	29	1366	1450	1567
AT2G24270.2	185	1795	1894	2195
AT4G19450.2	128	1372	1423	2092
AT4G01050.2	169	1692	1779	2027
AT1G50900.1	76	603	657	793
AT3G29770.1	376	1548	1743	1963
AT2G35840.3	106	1374	1635	2066
AT5G63460.3	194	493	595	742
AT1G66730.1	311	4501	4639	4724
AT2G04031.1	5	460	556	624
AT4G38120.3	196	3702	3762	3869
AT5G64600.1	182	1750	1801	2004
AT3G29130.3	709	984	1071	3927
AT1G10740.1	588	2009	2057	2240
AT3G23910.2	51	1001	1088	1264
AT4G18140.5	120	1445	1502	2469
AT5G66070.3	277	921	1011	1388
AT1G71070.1	369	1556	1703	1813
AT5G28919.1	552	1118	1610	1739
AT3G24495.2	203	2824	2878	3584
AT5G57270.1	478	1644	1767	2037
AT3G11510.1	96	548	674	857
AT5G51870.2	1	519	579	585
AT1G16560.2	108	1136	1256	1501
AT4G32010.1	815	3157	3304	3614
AT4G33580.1	301	1206	1404	1467
AT3G23600.1	207	926	1037	1295
AT2G29390.5	50	709	880	924
AT2G47010.3	380	1750	1825	2060
AT1G12810.2	77	565	700	849
AT5G39890.1	274	1104	1170	1361
AT4G24400.2	124	1374	1506	1615
AT5G39160.3	30	686	773	827
AT2G21520.2	157	2070	2136	2328
AT4G39470.1	18	1043	1148	1580
AT4G32080.2	223	552	675	754
AT5G60335.3	37	537	720	853
AT1G26630.2	133	549	723	919
AT4G06634.1	233	1396	1510	1654
AT5G05320.1	53	1273	1441	1504
AT4G21580.3	104	1063	1111	1304
AT5G16140.1	133	855	969	1003
AT5G43130.3	88	2484	2583	3032
AT1G53970.2	21	314	413	1258
AT3G23340.1	245	1573	1663	1803
AT5G01760.1	67	1695	1779	1872
AT1G36180.1	76	7143	7395	7404
AT2G22900.1	243	1592	1649	1805
AT1G13120.1	545	2380	2449	2570
AT5G65070.6	108	557	614	761
AT1G63230.1	585	1556	1604	1727
AT2G32150.3	92	649	838	1201
AT3G48185.1	462	719	848	960
AT1G02120.1	73	1869	2010	2150
AT3G21240.2	80	1558	1627	2085
AT1G15980.1	170	1555	1609	1719
AT5G47900.11	172	942	1008	1173
AT3G29760.4	220	1458	1515	2044
AT2G20940.1	256	645	822	908
AT4G25780.1	284	856	916	1219
AT4G28706.3	104	1315	1387	1503
AT1G70900.1	250	984	1038	1369
AT5G61760.1	124	1026	1089	1282
AT3G16760.1	285	1712	1847	2126
AT4G01880.3	49	1164	1224	1236
AT2G14560.1	179	802	868	1533
AT5G17690.1	219	1556	1604	1918
AT3G56100.2	1	1545	1656	2396
AT4G09040.1	106	1020	1161	1488
AT1G04240.1	233	802	949	1189
AT4G08280.2	77	481	673	1481
AT4G24740.9	623	1597	1693	1796
AT2G21270.2	547	1506	1563	1755
AT3G28050.1	377	1480	1552	1695
AT2G21230.3	141	1718	1865	2003
AT4G05050.3	40	729	834	996
AT1G01220.4	640	3486	3597	3615
AT1G75500.2	185	1354	1489	1504
